ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
2251,Silla de espera,Blanco,Metal,Acolchonada,6,950,5700,2024-02-08
2252,Silla de espera,Blanco,Melamina,Con brazos,8,950,7600,2024-04-08
2253,Gabetero de 2 cajas sin chapa,Azul,Metal,De hogar,9,830,7470,2024-02-01
2254,Catre de internación,Negro,Metal,Sin agregado,1,2650,2650,2024-05-22
2255,Estante para farmacia,Gris,Melamina,De pie,8,3500,28000,2024-03-18
2256,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,De hogar,7,980,6860,2024-04-20
2257,Casillero de 9 puertas,Gris,Metal,Sin espejo,7,1850,12950,2024-05-02
2258,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Con chapa,9,980,8820,2024-04-11
2259,Silla de espera,Negro,Melamina,Acolchonada,7,950,6650,2024-03-02
2260,Gabetero de 4 cajas,Negro,Metal,De oficina,9,1380,12420,2024-02-25
2261,Mesa de trabajo,Rojo,Melamina,Redonda,2,1500,3000,2024-01-26
2262,Estante mostrador,Negro,Melamina,De pie,5,520,2600,2024-02-07
2263,Gabetero de 5 cajas,Blanco,Melamina,De oficina,6,1600,9600,2024-01-28
2264,Vitrina para farmacia,Azul,Metal,De madera,3,1100,3300,2024-01-30
2265,Casillero de 12 puertas,Rojo,Metal,Con espejo,9,2200,19800,2024-01-26
2266,Silla estática,Gris,Metal,Sin brazos,6,140,840,2024-05-09
2267,Gabetero de 4 cajas,Negro,Metal,Sin cerradura,7,1380,9660,2024-02-10
2268,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,Sin cerradura,9,980,8820,2024-01-31
2269,Estante para farmacia,Gris,Melamina,Sin puertas,7,3500,24500,2024-03-05
2270,Vitrina para farmacia,Blanco,Melamina,Sin iluminación,2,1100,2200,2024-03-31
2271,Casillero de 12 puertas,Negro,Metal,Sin espejo,10,2200,22000,2024-01-21
2272,Estante de puertas corredizas,Gris,Melamina,Sin puertas,1,1750,1750,2024-02-23
2273,Estante Archivador,Azul,Metal,Sin puertas,9,1250,11250,2024-05-04
2274,Mesa de instrumentación,Rojo,Melamina,Redonda,2,650,1300,2024-04-21
2275,Estante Archivador,Gris,Melamina,Con puertas,10,1250,12500,2024-04-27
2276,Estante para farmacia de dos cuerpos,Gris,Melamina,Con puertas,5,3550,17750,2024-01-13
2277,Casillero de cuatro puertas,Negro,Melamina,Con chapa,8,1550,12400,2024-02-11
2278,Casillero de dos puertas,Gris,Melamina,Sin chapa,8,1850,14800,2024-05-28
2279,Casillero de 2 puertas,Azul,Metal,Con chapa,7,980,6860,2024-01-25
2280,Casillero de 6 puertas,Blanco,Metal,Sin espejo,8,1750,14000,2024-04-18
2281,Casillero de cuatro puertas,Azul,Melamina,Con espejo,8,1550,12400,2024-02-12
2282,Estante para archivos con bandejas,Azul,Metal,De pared,10,2350,23500,2024-03-30
2283,Vitrina doble chapa,Negro,Melamina,Con iluminación,3,1350,4050,2024-04-24
2284,Silla de espera,Negro,Metal,Sin brazos,5,950,4750,2024-02-04
2285,Silla de peluquería,Gris,Metal,No acolchonada,10,210,2100,2024-02-18
2286,Silla mesedora,Gris,Melamina,Acolchonada,4,500,2000,2024-01-24
2287,Estante mostrador,Negro,Metal,De pared,6,520,3120,2024-04-19
2288,Casillero de dos puertas,Blanco,Metal,Con espejo,5,1850,9250,2024-05-15
2289,Gabinete de dos cuerpos,Azul,Melamina,Sin agregado,2,1850,3700,2024-02-22
2290,Casillero de dos puertas,Rojo,Melamina,Sin espejo,8,1850,14800,2024-04-10
2291,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,Sin cerradura,7,980,6860,2024-05-08
2292,Mostrador para librería,Rojo,Metal,Sin agregado,1,900,900,2024-01-11
2293,Gabetero con chapa independiente,Rojo,Melamina,Con cerradura,9,1750,15750,2024-04-29
2294,Estante de puertas corredizas,Azul,Melamina,Sin puertas,8,1750,14000,2024-05-26
2295,Silla de peluquería,Rojo,Metal,No acolchonada,6,210,1260,2024-02-28
2296,Casillero de 9 puertas,Azul,Metal,Sin chapa,6,1850,11100,2024-04-14
2297,Silla de peluquería,Gris,Metal,Acolchonada,8,210,1680,2024-01-29
2298,Casillero de cuatro puertas,Rojo,Metal,Sin chapa,1,1550,1550,2024-04-21
2299,Casillero de 6 puertas,Azul,Metal,Con espejo,8,1750,14000,2024-05-06
2300,Casillero de 9 puertas,Rojo,Metal,Sin chapa,1,1850,1850,2024-02-06
2301,Gabetero de 2 cajas con chapa adicional,Azul,Metal,Con cerradura,6,980,5880,2024-04-18
2302,Silla mesedora,Rojo,Melamina,Acolchonada,2,500,1000,2024-02-18
2303,Casillero de 2 puertas,Blanco,Metal,Con espejo,10,980,9800,2024-04-20
2304,Estante para farmacia,Azul,Melamina,De pared,4,3500,14000,2024-03-29
2305,Ropero casillero,Negro,Melamina,Sin agregado,1,2500,2500,2024-01-27
2306,Estanteria tipo vitrin,Negro,Metal,De pie,8,650,5200,2024-01-31
2307,Estante para farmacia,Negro,Melamina,De pie,6,3500,21000,2024-05-25
2308,Casillero de 12 puertas,Blanco,Metal,Con chapa,9,2200,19800,2024-02-26
2309,Gabetero de 2 cajas con chapa adicional,Negro,Melamina,Con cerradura,3,980,2940,2024-01-11
2310,Estante de puertas corredizas,Rojo,Metal,De pie,2,1750,3500,2024-02-16
2311,Casillero de 2 puertas,Azul,Metal,Sin espejo,9,980,8820,2024-05-26
2312,Gabetero de 4 cajas,Azul,Metal,Con cerradura,6,1380,8280,2024-03-26
2313,Silla de peluquería,Gris,Metal,Sin brazos,6,210,1260,2024-05-01
2314,Estanteria tipo vitrin,Blanco,Metal,Sin puertas,3,650,1950,2024-02-13
2315,Silla de espera,Negro,Metal,No acolchonada,6,950,5700,2024-01-29
2316,Estante para farmacia,Azul,Metal,Sin puertas,6,3500,21000,2024-02-26
2317,Silla de peluquería,Blanco,Metal,Sin brazos,8,210,1680,2024-05-26
2318,Gabetero de 5 cajas,Gris,Metal,Sin cerradura,7,1600,11200,2024-02-04
2319,Silla de peluquería,Blanco,Melamina,Con brazos,9,210,1890,2024-05-23
2320,Gabetero con chapa independiente,Negro,Metal,Sin cerradura,9,1750,15750,2024-01-17
2321,Estante para farmacia,Rojo,Melamina,De pie,9,3500,31500,2024-05-26
2322,Archivero,Blanco,Melamina,Sin agregado,3,1800,5400,2024-05-02
2323,Velador clínico,Blanco,Metal,Sin agregado,1,650,650,2024-03-24
2324,Casillero de 12 puertas,Azul,Metal,Sin espejo,8,2200,17600,2024-03-22
2325,Estante mostrador,Rojo,Melamina,De pie,6,520,3120,2024-04-22
2326,Silla de peluquería,Blanco,Melamina,Con brazos,8,210,1680,2024-05-17
2327,Casillero de 1 cuerpo y 1 puerta,Rojo,Melamina,Con espejo,8,900,7200,2024-04-05
2328,Casillero de 20 puertas,Rojo,Metal,Sin chapa,7,2800,19600,2024-03-18
2329,Casillero de 9 puertas,Azul,Melamina,Con espejo,9,1850,16650,2024-04-12
2330,Casillero de 20 puertas,Gris,Metal,Sin espejo,9,2800,25200,2024-02-28
2331,Silla giratoria,Azul,Metal,No acolchonada,6,990,5940,2024-04-21
2332,Casillero de 2 puertas,Negro,Metal,Sin espejo,10,980,9800,2024-04-15
2333,Silla estática con brazo,Azul,Metal,Acolchonada,6,320,1920,2024-05-04
2334,Silla estática,Rojo,Melamina,Con brazos,6,140,840,2024-03-20
2335,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,Sin cerradura,1,980,980,2024-05-16
2336,Casillero de 9 puertas,Rojo,Melamina,Sin espejo,9,1850,16650,2024-01-24
2337,Gabetero de 4 cajas,Rojo,Melamina,Con cerradura,8,1380,11040,2024-05-05
2338,Casillero de 15 puertas,Gris,Melamina,Sin chapa,4,2290,9160,2024-01-15
2339,Casillero de 2 puertas,Azul,Metal,Sin chapa,10,980,9800,2024-02-15
2340,Estante para farmacia de dos cuerpos,Rojo,Melamina,Sin puertas,6,3550,21300,2024-03-21
2341,Casillero de 12 puertas,Negro,Melamina,Sin espejo,9,2200,19800,2024-05-27
2342,Gabetero de 3 cajas,Rojo,Metal,Con cerradura,10,1250,12500,2024-01-18
2343,Góndolas para supermercados,Azul,Metal,Sin agregado,2,1580,3160,2024-04-25
2344,Archivador de Chapas Individuales,Negro,Metal,Sin agregado,2,1400,2800,2024-05-24
2345,Mostrador para librería,Negro,Metal,Sin agregado,2,900,1800,2024-03-29
2346,Estante de puertas corredizas,Azul,Metal,Con puertas,9,1750,15750,2024-02-26
2347,Casillero de dos puertas,Negro,Metal,Con chapa,9,1850,16650,2024-01-18
2348,Casillero de 1 cuerpo y 1 puerta,Azul,Metal,Sin espejo,7,900,6300,2024-02-13
2349,Estante Archivador,Negro,Melamina,De pie,9,1250,11250,2024-01-28
2350,Gabetero de 2 cajas sin chapa,Gris,Melamina,De hogar,6,830,4980,2024-05-21
2351,Gabetero de 5 cajas,Azul,Metal,Con cerradura,10,1600,16000,2024-03-19
2352,Archivador de Chapas Individuales,Gris,Metal,Sin agregado,3,1400,4200,2024-02-15
2353,Casillero de dos puertas,Azul,Melamina,Con espejo,10,1850,18500,2024-01-30
2354,Gabetero de 2 cajas sin chapa,Azul,Melamina,Sin cerradura,9,830,7470,2024-04-23
2355,Estanteria tipo vitrin,Negro,Melamina,Con puertas,8,650,5200,2024-04-23
2356,Estante Archivador,Rojo,Metal,Con puertas,10,1250,12500,2024-04-14
2357,Lámpara de cuello ganzo,Negro,Metal,Sin agregado,1,550,550,2024-04-07
2358,Gabetero de 4 cajas,Negro,Melamina,Sin cerradura,7,1380,9660,2024-02-04
2359,Casillero de 12 puertas,Gris,Melamina,Con chapa,9,2200,19800,2024-05-23
2360,Silla de peluquería,Rojo,Melamina,Acolchonada,2,210,420,2024-02-19
2361,Silla mesedora,Azul,Melamina,Con brazos,8,500,4000,2024-04-17
2362,Mesa de trabajo,Azul,Metal,Con cajones,3,1500,4500,2024-02-29
2363,Casillero de 12 puertas,Negro,Metal,Con chapa,8,2200,17600,2024-02-22
2364,Estante mostrador,Blanco,Metal,Con puertas,5,520,2600,2024-05-20
2365,Gabetero de 2 cajas sin chapa,Negro,Melamina,Con cerradura,7,830,5810,2024-04-01
2366,Archivero,Gris,Melamina,Sin agregado,3,1800,5400,2024-05-19
2367,Vitrina para farmacia,Blanco,Melamina,De madera,2,1100,2200,2024-02-26
2368,Casillero de dos puertas,Rojo,Melamina,Sin chapa,5,1850,9250,2024-02-07
2369,Mesa de instrumentación,Gris,Melamina,Redonda,3,650,1950,2024-03-12
2370,Casillero de 6 puertas,Gris,Melamina,Con chapa,8,1750,14000,2024-01-10
2371,Estante para farmacia de dos cuerpos,Rojo,Melamina,De pie,10,3550,35500,2024-02-04
2372,Lámpara de cuello ganzo,Negro,Melamina,Sin agregado,3,550,1650,2024-04-12
2373,Silla de espera,Gris,Metal,Sin brazos,3,950,2850,2024-01-17
2374,Estante para farmacia,Azul,Melamina,De pie,10,3500,35000,2024-04-11
2375,Silla giratoria,Negro,Metal,Con brazos,10,990,9900,2024-04-04
2376,Estante para archivos con bandejas,Rojo,Melamina,De pie,10,2350,23500,2024-04-14
2377,Gabetero de 2 cajas sin chapa,Azul,Metal,Con cerradura,8,830,6640,2024-03-30
2378,Silla mesedora,Rojo,Metal,Sin brazos,8,500,4000,2024-02-03
2379,Silla estática,Rojo,Melamina,No acolchonada,6,140,840,2024-02-09
2380,Gabetero de 2 cajas sin chapa,Negro,Metal,Sin cerradura,8,830,6640,2024-05-01
2381,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,De hogar,10,980,9800,2024-04-05
2382,Casillero de cuatro puertas,Azul,Melamina,Sin chapa,8,1550,12400,2024-01-31
2383,Casillero de 12 puertas,Gris,Melamina,Sin chapa,8,2200,17600,2024-02-19
2384,Archivero,Rojo,Melamina,Sin agregado,2,1800,3600,2024-03-01
2385,Silla mesedora,Gris,Melamina,Sin brazos,8,500,4000,2024-04-07
2386,Gabetero de 4 cajas,Negro,Melamina,Con cerradura,9,1380,12420,2024-01-17
2387,Gabetero de 2 cajas con chapa adicional,Gris,Metal,Con cerradura,6,980,5880,2024-02-23
2388,Gabetero de 2 cajas sin chapa,Gris,Metal,Sin cerradura,7,830,5810,2024-05-26
2389,Estante de puertas corredizas,Negro,Metal,Sin puertas,3,1750,5250,2024-05-13
2390,Estante para farmacia,Azul,Metal,De pie,10,3500,35000,2024-03-08
2391,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,Sin cerradura,4,980,3920,2024-01-29
2392,Ropero casillero,Azul,Melamina,Sin agregado,1,2500,2500,2024-05-10
2393,Vitrina para farmacia,Azul,Melamina,Sin iluminación,3,1100,3300,2024-04-14
2394,Casillero de 2 puertas,Gris,Metal,Sin chapa,2,980,1960,2024-04-18
2395,Góndolas para supermercados,Negro,Metal,Sin agregado,3,1580,4740,2024-04-17
2396,Silla estática,Azul,Metal,Con brazos,5,140,700,2024-01-19
2397,Mesa de curación,Gris,Metal,Sin cajones,1,850,850,2024-01-23
2398,Estanteria tipo vitrin,Azul,Melamina,Sin puertas,9,650,5850,2024-04-18
2399,Gabetero de 2 cajas sin chapa,Gris,Melamina,De hogar,9,830,7470,2024-02-09
2400,Silla de espera,Azul,Metal,Con brazos,4,950,3800,2024-03-29
2401,Estante de puertas corredizas,Azul,Metal,De pie,8,1750,14000,2024-04-21
2402,Gabetero de 3 cajas,Negro,Metal,De hogar,7,1250,8750,2024-04-26
2403,Casillero de 12 puertas,Gris,Melamina,Sin chapa,4,2200,8800,2024-02-15
2404,Gabetero de 3 cajas,Gris,Melamina,De oficina,7,1250,8750,2024-03-10
2405,Casillero de 15 puertas,Rojo,Melamina,Sin espejo,6,2290,13740,2024-03-01
2406,Casillero de 1 cuerpo y 1 puerta,Gris,Melamina,Sin espejo,7,900,6300,2024-03-10
2407,Casillero de 6 puertas,Blanco,Melamina,Sin espejo,10,1750,17500,2024-02-10
2408,Gabetero de 2 cajas sin chapa,Gris,Melamina,Sin cerradura,4,830,3320,2024-02-04
2409,Estanteria tipo vitrin,Negro,Melamina,De pie,10,650,6500,2024-05-14
2410,Silla estática,Azul,Metal,Sin brazos,4,140,560,2024-05-03
2411,Estante para farmacia,Rojo,Metal,De pie,10,3500,35000,2024-04-09
2412,Casillero de dos puertas,Blanco,Metal,Con espejo,9,1850,16650,2024-01-22
2413,Gradilla de 2 peldaños,Rojo,Metal,Sin agregado,1,450,450,2024-05-12
2414,Biombo,Azul,Metal,Sin agregado,3,450,1350,2024-02-26
2415,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,1,1400,1400,2024-02-15
2416,Estante mostrador,Negro,Melamina,Sin puertas,8,520,4160,2024-05-01
2417,Gabetero con chapa independiente,Rojo,Metal,Con cerradura,2,1750,3500,2024-03-14
2418,Gabetero con chapa independiente,Rojo,Metal,Con cerradura,6,1750,10500,2024-03-04
2419,Gabetero de 2 cajas sin chapa,Blanco,Metal,De hogar,9,830,7470,2024-01-30
2420,Casillero de 6 puertas,Rojo,Metal,Con chapa,10,1750,17500,2024-04-30
2421,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,2,1400,2800,2024-04-09
2422,Gabetero de 2 cajas sin chapa,Rojo,Melamina,Sin cerradura,8,830,6640,2024-05-30
2423,Credenza,Blanco,Melamina,Sin agregado,2,2100,4200,2024-03-12
2424,Gabetero de 4 cajas,Azul,Metal,Sin cerradura,6,1380,8280,2024-02-12
2425,Silla mesedora,Negro,Metal,Acolchonada,5,500,2500,2024-01-13
2426,Estante para farmacia,Azul,Melamina,De pie,6,3500,21000,2024-04-23
2427,Casillero de 12 puertas,Azul,Melamina,Sin chapa,3,2200,6600,2024-02-29
2428,Silla giratoria,Gris,Melamina,Sin brazos,10,990,9900,2024-02-26
2429,Vitrina para farmacia,Gris,Metal,Sin iluminación,2,1100,2200,2024-02-07
2430,Biombo,Negro,Melamina,Sin agregado,1,450,450,2024-05-06
2431,Estante mostrador,Blanco,Metal,De pared,6,520,3120,2024-01-13
2432,Casillero de cuatro puertas,Negro,Melamina,Con chapa,9,1550,13950,2024-03-29
2433,Gabetero de 4 cajas,Azul,Melamina,De oficina,6,1380,8280,2024-02-24
2434,Gabetero de 3 cajas,Rojo,Metal,De hogar,8,1250,10000,2024-03-02
2435,Camilla de ginecología,Rojo,Metal,Sin barillas,2,1850,3700,2024-02-17
2436,Casillero de 15 puertas,Gris,Metal,Sin chapa,2,2290,4580,2024-03-18
2437,Gabetero de 3 cajas,Azul,Melamina,Sin cerradura,7,1250,8750,2024-03-13
2438,Silla de peluquería,Blanco,Metal,Sin brazos,8,210,1680,2024-02-15
2439,Pedestal porta sueros,Rojo,Metal,Sin agregado,2,410,820,2024-02-25
2440,Vitrina para farmacia,Azul,Melamina,De madera,1,1100,1100,2024-03-23
2441,Casillero de 6 puertas,Azul,Metal,Con chapa,7,1750,12250,2024-05-27
2442,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,1,1400,1400,2024-03-11
2443,Casillero de 9 puertas,Rojo,Melamina,Con espejo,7,1850,12950,2024-04-29
2444,Gabetero de 2 cajas sin chapa,Rojo,Metal,De oficina,9,830,7470,2024-03-28
2445,Estante mostrador,Azul,Metal,De pie,7,520,3640,2024-03-25
2446,Gabetero de 3 cajas,Azul,Melamina,Sin cerradura,5,1250,6250,2024-04-24
2447,Horno semi-industrial,Blanco,Metal,Eléctrico,2,2550,5100,2024-01-30
2448,Gabetero de 5 cajas,Negro,Metal,De oficina,8,1600,12800,2024-04-14
2449,Silla estática con brazo,Gris,Melamina,Con brazos,10,320,3200,2024-03-21
2450,Estante para farmacia,Gris,Melamina,De pared,8,3500,28000,2024-04-28
2451,Escritorio ejecutivo de siete cajas,Gris,Melamina,Con chapas,3,1500,4500,2024-05-14
2452,Casillero de 9 puertas,Rojo,Metal,Sin chapa,10,1850,18500,2024-02-18
2453,Casillero de 2 puertas,Gris,Metal,Con chapa,6,980,5880,2024-03-08
2454,Gabetero de 3 cajas,Rojo,Melamina,De hogar,10,1250,12500,2024-05-24
2455,Pedestal porta sueros,Gris,Metal,Sin agregado,2,410,820,2024-03-31
2456,Gabetero de 5 cajas,Negro,Melamina,De oficina,1,1600,1600,2024-03-12
2457,Estanteria tipo vitrin,Gris,Metal,De pared,9,650,5850,2024-02-26
2458,Negtoscopio,Negro,Metal,Sin agregado,1,920,920,2024-04-18
2459,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,2,1400,2800,2024-05-14
2460,Escritorio secretarial de cuatro cajas con chapa clave,Gris,Metal,Fijo,2,1480,2960,2024-03-02
2461,Silla giratoria,Rojo,Melamina,No acolchonada,9,990,8910,2024-05-21
2462,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,De oficina,6,980,5880,2024-04-25
2463,Gabetero con chapa independiente,Blanco,Melamina,De hogar,6,1750,10500,2024-04-21
2464,Casillero de 6 puertas,Gris,Melamina,Con chapa,10,1750,17500,2024-01-26
2465,Gradilla de 2 peldaños,Negro,Melamina,Sin agregado,2,450,900,2024-01-11
2466,Escritorio secretarial de cuatro cajas con chapa clave,Azul,Metal,Con ruedas,3,1480,4440,2024-02-18
2467,Estante Archivador,Negro,Melamina,De pie,9,1250,11250,2024-05-25
2468,Casillero de dos puertas,Rojo,Metal,Con espejo,9,1850,16650,2024-02-15
2469,Silla de espera,Gris,Metal,No acolchonada,3,950,2850,2024-01-12
2470,Casillero de cuatro puertas,Gris,Metal,Sin chapa,4,1550,6200,2024-04-05
2471,Gabetero de 4 cajas,Negro,Metal,Sin cerradura,5,1380,6900,2024-02-23
2472,Casillero de cuatro puertas,Gris,Melamina,Sin espejo,2,1550,3100,2024-04-02
2473,Estante para farmacia,Azul,Metal,Con puertas,8,3500,28000,2024-05-28
2474,Estante Archivador,Blanco,Melamina,Sin puertas,7,1250,8750,2024-05-26
2475,Gabetero con chapa independiente,Rojo,Metal,Sin cerradura,9,1750,15750,2024-05-06
2476,Silla estática con brazo,Gris,Melamina,Con brazos,6,320,1920,2024-03-09
2477,Estante mostrador,Gris,Melamina,Sin puertas,9,520,4680,2024-04-29
2478,Velador clínico,Gris,Melamina,Sin agregado,2,650,1300,2024-01-14
2479,Estante para archivos con bandejas,Blanco,Melamina,De pie,9,2350,21150,2024-05-07
2480,Silla giratoria,Rojo,Metal,Con brazos,8,990,7920,2024-01-31
2481,Silla estática,Rojo,Melamina,Sin brazos,8,140,1120,2024-03-30
2482,Gabetero de 3 cajas,Negro,Melamina,Sin cerradura,7,1250,8750,2024-01-30
2483,Gabetero de 5 cajas,Gris,Melamina,De hogar,8,1600,12800,2024-01-21
2484,Silla de espera,Rojo,Metal,Con brazos,10,950,9500,2024-03-26
2485,Vitrina doble chapa,Azul,Metal,Sin iluminación,1,1350,1350,2024-01-21
2486,Estante Archivador,Blanco,Melamina,De pared,8,1250,10000,2024-03-02
2487,Estanteria tipo vitrin,Rojo,Melamina,Sin puertas,5,650,3250,2024-03-24
2488,Estante para farmacia,Azul,Metal,De pared,10,3500,35000,2024-04-29
2489,Silla estática,Blanco,Metal,Acolchonada,7,140,980,2024-04-30
2490,Góndolas para supermercados,Blanco,Melamina,Sin agregado,2,1580,3160,2024-05-21
2491,Casillero de 1 cuerpo y 4 puertas,Gris,Metal,Sin chapa,9,980,8820,2024-05-03
2492,Gabetero de 2 cajas sin chapa,Negro,Metal,De hogar,10,830,8300,2024-03-13
2493,Biombo,Azul,Metal,Sin agregado,2,450,900,2024-02-04
2494,Gabetero de 2 cajas sin chapa,Azul,Melamina,Con cerradura,3,830,2490,2024-05-13
2495,Casillero de 12 puertas,Rojo,Metal,Con chapa,10,2200,22000,2024-04-29
2496,Gabetero de 5 cajas,Gris,Melamina,Sin cerradura,10,1600,16000,2024-04-28
2497,Estante mostrador,Rojo,Metal,De pared,9,520,4680,2024-01-28
2498,Silla estática,Rojo,Metal,Sin brazos,9,140,1260,2024-03-14
2499,Estante de puertas corredizas,Gris,Melamina,De pared,2,1750,3500,2024-01-10
2500,Camilla con Barillas,Negro,Melamina,Con barillas,2,1850,3700,2024-01-26
2501,Silla mesedora,Rojo,Melamina,Sin brazos,8,500,4000,2024-02-01
2502,Gabetero de 4 cajas,Rojo,Metal,De hogar,10,1380,13800,2024-01-12
2503,Silla mesedora,Azul,Metal,Acolchonada,8,500,4000,2024-03-17
2504,Silla estática con brazo,Blanco,Metal,Sin brazos,3,320,960,2024-04-08
2505,Gabetero de 3 cajas,Rojo,Metal,Sin cerradura,7,1250,8750,2024-03-04
2506,Estante para farmacia,Blanco,Metal,De pie,9,3500,31500,2024-05-18
2507,Casillero de dos puertas,Rojo,Melamina,Con espejo,8,1850,14800,2024-04-01
2508,Vitrina doble chapa,Rojo,Melamina,De madera,3,1350,4050,2024-04-02
2509,Silla mesedora,Negro,Melamina,Sin brazos,9,500,4500,2024-01-19
2510,Casillero de cuatro puertas,Negro,Melamina,Con espejo,8,1550,12400,2024-05-08
2511,Estante mostrador,Negro,Metal,Sin puertas,6,520,3120,2024-05-15
2512,Casillero de 2 puertas,Rojo,Melamina,Sin espejo,3,980,2940,2024-01-14
2513,Estante para farmacia,Rojo,Melamina,De pared,10,3500,35000,2024-03-20
2514,Silla de espera,Azul,Melamina,Con brazos,10,950,9500,2024-02-29
2515,Estante para farmacia,Gris,Metal,De pie,10,3500,35000,2024-05-17
2516,Cocina industrial de dos quemadores,Negro,Melamina,Sin agregado,2,1250,2500,2024-01-14
2517,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Sin chapa,4,980,3920,2024-03-30
2518,Silla estática con brazo,Negro,Metal,Con brazos,10,320,3200,2024-04-11
2519,Gabetero de 3 cajas,Gris,Metal,Sin cerradura,8,1250,10000,2024-03-24
2520,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Sin cerradura,10,980,9800,2024-04-02
2521,Silla estática con brazo,Blanco,Metal,Sin brazos,9,320,2880,2024-04-07
2522,Silla estática con brazo,Blanco,Metal,Con brazos,6,320,1920,2024-03-26
2523,Estante para farmacia,Blanco,Melamina,De pared,7,3500,24500,2024-01-15
2524,Gabetero de 2 cajas con chapa adicional,Azul,Metal,Sin cerradura,9,980,8820,2024-01-13
2525,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,2,1400,2800,2024-05-15
